PANDORA;20-12-2010;10:00:00;12:00:00;Zeilen
PANDORA;10-01-2011;10:00:00;12:00:00;Zeilen
PANDORA;07-02-2011;10:00:00;12:15:00;Zeilen
PANDORA;05-03-2011;10:00:00;12:30:00;Lopend wand
PANDORA;07-03-2011;10:00:00;12:00:00;Lopend wand
PANDORA;19-03-2011;10:00:00;12:00:00;Lopend wand
PANDORA;20-03-2011;10:00:00;11:00:00;Lopend wand
PANDORA;30-03-2011;10:00:00;11:30:00;Lopend wand
PANDORA;04-04-2011;10:00:00;12:15:00;Lopend wand
PANDORA;12-09-2011;10:00:00;11:30:00;Lopend wand
PANDORA;10-10-2011;10:00:00;12:30:00;Lopend wand
PANDORA;15-04-2012;10:00:00;12:30:00;Lopend wand
PANDORA;14-05-2012;10:00:00;13:00:00;Lopend wand
PANDORA;13-06-2012;10:00:00;11:00:00;Afwerking
